title,tag,info,comments,content
一千零一夜,豆瓣图书标签: 外国名著,纳训 / 人民文学出版社 / 2003-01 / 22.0,(32125人评价),"《一千零一夜》又名《天方夜谭》。""天方""是从前中国对阿拉伯的称呼。这本书中的故事，多是阿拉伯地区国家的传说。 公元9世纪时，是阿拉伯帝国的全盛时期，它横跨亚..."
悲惨世界（上中下）,豆瓣图书标签: 外国名著,[法] 雨果 / 李丹、方于 / 人民文学出版社 / 1992-6 / 66.00元,(39805人评价),这是法国十九世纪浪漫派领袖雨果继《巴黎圣母院》之后创作的又一部气势恢宏的鸿篇巨著。全书以卓越的艺术魅力，展示了一幅自1793年法国大革命至1832年巴黎人民...
麦琪的礼物,豆瓣图书标签: 外国名著,[美] 欧·亨利 / 张经浩 / 上海社会科学院出版社 / 2003-7 / 25.00元,(47072人评价),选收欧·亨利的小说34篇，国外当代文学类重要工具书介绍的有代表性的作品均已收入。欧·亨利是位有独特风格的杰出短篇小说家，以巧妙的构思、夸张和幽默的文笔反映了...
雾都孤儿,豆瓣图书标签: 外国名著,[英]狄更斯 / 荣如德 / 上海译文出版社 / 1991-7 / 10.10元,(27732人评价),孤儿奥立弗・退斯特从小在贫民习艺所受尽欺凌，逃到伦敦后又陷入贼窟。身边的世界像一台疯狂运转的机器，小奥立弗却努力坚守着心底深处的纯净与高贵。这份执著终于帮他...
一个陌生女人的来信,豆瓣图书标签: 外国名著,[奥] 斯台芬·茨威格 / 张玉书 / 上海译文出版社 / 2007-7 / 20.00元,(82233人评价),"这是一部短篇小说集，除《一个陌生女人的来信》，亦按时间顺序收录了《火烧火燎的秘密》、《马来狂人》等名篇，作者的创作历程一目了然。
《一个陌生女人的来信》讲述..."
项链,豆瓣图书标签: 外国名著,[法] 莫泊桑 / 顾加琛 等 / 河北教育出版社 / 2005-2 / 28.00元,(33006人评价),莫泊桑被尊称为“世界短篇小说之王”，他将短篇小说的趣味提升到前所未有的高度。在他的笔下，各种社会事件，如战争、政变、普选等，都得到了如实的表现；各个阶层的生...
钢铁是怎样炼成的,豆瓣图书标签: 外国名著,[苏] 尼·奥斯特洛夫斯基 / 曹缦西、王志棣 / 译林出版社 / 1996-10 / 20.00元,(54270人评价),本书的主人公保尔·柯察金饱尝了生活的苦难，炼就了革命精神和反抗性格。十月革命爆发后只有十六岁的他，就参加了红军，无论在战炮火中，还是在国民经济复时期，可察金...
﻿围城,豆瓣图书标签: 钱钟书,钱锺书 / 人民文学出版社 / 1991-2 / 19.00,(301068人评价),《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出...
我们仨,豆瓣图书标签: 钱钟书,杨绛 / 生活·读书·新知三联书店 / 2003-7 / 18.80元,(177587人评价),《我们仨》是钱钟书夫人杨绛撰写的家庭生活回忆录。1998年，钱钟书逝世，而他和杨绛唯一的女儿钱瑗已于此前（1997年）先他们而去。在人生的伴侣离去四年后，杨...
围城,豆瓣图书标签: 钱钟书,钱钟书 / 人民文学出版社 / 1991-2-1 / 39.00元,(31858人评价),《围城》是一幅栩栩如生的世井百态图，人生的酸甜苦辣千般滋味均在其中得到了淋漓尽致的体现。钱钟书先生将自己的语言天才并入极其渊博的知识，再添加上一些讽刺主义的...
围城,豆瓣图书标签: 钱钟书,钱钟书 / 人民文学出版社 / 2013-6 / 28.00,(9759人评价),《围城》三十年来横贯常销畅销小说之首。《围城》是钱钟书唯一的一部长篇小说，堪称中国现当代长篇小说的经典。小说塑造了抗战开初一类知识分子的群像，生动反映了在国...
围城,豆瓣图书标签: 钱钟书,钱锺书 / 人民文学出版社 / 2017-6 / 36.00,(1866人评价),《围城》是钱钟书仅有的一部长篇小说，堪称中国现当代长篇小说的经典。小说塑造了抗战开初一类知识分子的群像，生动反映了在国家特定时期，特殊人群的行为操守、以及困...
写在人生边上,豆瓣图书标签: 钱钟书,钱钟书 / 辽宁人民出版社/辽海出版社 / 2000-5-1 / 6.90元,(6290人评价),"人生据说是一部大书。 
假使人生真是这样，那么，我们一大半作者只能算是书评家，具有书评家的本领，无须看得几页书，议论早已发了一大堆，书评一篇写完交卷。 
但..."
人·兽·鬼,豆瓣图书标签: 钱钟书,钱锺书 / 生活·读书·新知三联书店 / 2002-5 / 10.00元,(9051人评价),《人·兽·鬼》包括《上帝的梦》、《猫》、《灵感》、《纪念》四部短篇小说。
围城,豆瓣图书标签: 钱钟书,钱钟书 / 生活·读书·新知三联书店 / 2002-5 / 18.60元,(26818人评价),人生是围城，婚姻是围城，冲进去了，就被生存的种种烦愁包围。《围城》是钱钟书撰写的一部“新《儒林外史》”。钱钟书以他洒脱幽默的文笔，描写了一群知识分子的生活百...
围城,豆瓣图书标签: 钱钟书,钱锺书 / 人民文学出版社 / 2007-8 / 19.00元,(23397人评价),《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出...
写在人生边上 人生边上的边上 石语,豆瓣图书标签: 钱钟书,钱锺书 / 生活·读书·新知三联书店 / 2002-10 / 27.00元,(7837人评价),钱锺书先生是我国当代具有国际影响的著名学者、作家，其著作博大精深，融贯古今中外，被视为人类文化中具有经典性的巨著。本集由钱锺书先生和杨绛先生提供文稿和样书，...
谈艺录,豆瓣图书标签: 钱钟书,钱钟书 / 中华书局 / 1998-04 / 39.00,(975人评价),《谈艺录》是钱钟书先生关于中国古典诗歌的专门赏析著作。他用的是古代诗话的体式，表达的却是全新的文学观念。同一般的文学赏析著作不同，钱钟书的文字无一字无来处，...
谈艺录,豆瓣图书标签: 钱钟书,钱锺书 / 生活·读书·新知三联书店 / 2007-12 / 52.00元,(579人评价),关于中国古代诗文的论艺专著。简装横排繁体本。
走到人生边上,豆瓣图书标签: 钱钟书,杨绛 / 商务印书馆 / 2007-8 / 16.00元,(13272人评价),人生据说是一部大书。“生、老、病、死”是人生的规律，谁也逃不过。《写在人生边上》是钱钟书先生的第一个集子，由杨绛女士编定。本书则是这个集子的注释，回答了神和...
宋诗选注,豆瓣图书标签: 钱钟书,钱钟书 / 生活·读书·新知三联书店 / 2002-5 / 45.00元,(2617人评价),"钱钟书在《宋诗选注》中对晏殊、王安石、柳永、欧阳修、秦观、苏轼、黄庭坚、杨万里、陆游、文天祥等八十位诗人的近三百首宋诗作了注释。
人民文学出版社1958年初..."
围城,豆瓣图书标签: 钱钟书,钱钟书 / 人民文学出版社 / 1985 / 1.70元,(7166人评价),《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出...
管锥编（全五册）,豆瓣图书标签: 钱钟书,钱钟书 / 中华书局 / 1979-08 / 88.00,(1192人评价),《管锥编》是钱钟书先生生前的一部笔记体的巨著。同他的《谈艺录》、《七缀集》不一样，《管锥编》不能被归入任何的学术体例当中。该书范围由先秦迄于唐前，而涉及音韵...
七缀集,豆瓣图书标签: 钱钟书,钱锺书 / 生活·读书·新知三联书店 / 2002-6 / 12.00元,(1915人评价),《七缀集》是全部《旧文四篇》和半部《也是集》的合并。前书由上海古籍出版社于1979年9月出版，后书由香港广角镜出版社于1984年3月出版，两书原有的短序保存...
围城,豆瓣图书标签: 钱钟书,钱钟书 / 人民文学出版社 / 2001-01 / 15.20,(4521人评价),小说前半部分的那些吃饭斗嘴、争风吃醋，调侃意味是最浓了；而当我们看到三闾大学，辛辣的讽刺味则突出些；小说后半，方鸿渐回到上海，往日的朋友或冤家都已星散，他的...
﻿朝花夕拾,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 1972年4月 / 0.25元,(57260人评价),"《小引》
《狗·猫·鼠》
《阿长与山海经》
《二十四孝图》
《五猖会》
《无常》
《从百草园到三味书屋》
《父亲的病》
《琐记》
《藤野先生》
《范爱农》
..."
呐喊,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 1973年3月 / 0.36元,(66797人评价),《呐喊》收录作者1918年至1922年所作小说十四篇。1923年8月由北京新潮社出版，原收十五篇，列为该社《文艺丛书》之一。1924年5月第三次印刷时起，改...
阿Q正传,豆瓣图书标签: 鲁迅,鲁迅 著、丰子恺 绘 / 上海书店出版社 / 2003-7 / 14.50元,(58372人评价),《阿Q正传》讲述值此世纪末，衷心祈愿这里所议论的人物在下一世纪的中国现实生活中淡出；当然，作为光辉的典型人物，他将和哈姆雷特、唐·吉诃德等不朽的名字一样万古...
狂人日记,豆瓣图书标签: 鲁迅,鲁迅 / 京华出版社 / 2006-3 / 39.80元,(40509人评价),《狂人日记》是鲁迅1918年发表的第一篇白话短篇小说，当时正值“五四”运动的前夜。由于辛亥革命的半途而废，特别是帝国主义侵略的加剧，使社会各种矛盾更加复杂尖...
彷徨,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 1973年3月 / 0.37元,(15840人评价),《彷徨》收入鲁迅1924年至1925年所作的小说，首篇《祝福》写于1924年2月16日，末篇《离婚》写于1925年11月6日，实际的时间跨度是一年半多，19...
野草,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 1973年3月 / 0.20元,(7386人评价),本书所收散文诗23篇〔包括一首打油诗和一出诗剧〕，最初都曾陆续发表于1924年12月至1926年1月的《语丝》周刊上，《题辞》最初也曾发表于1927年7月2...
故事新编,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 1973-12-01 / 0.31 元,(4519人评价),《故事新编》是鲁迅的一部短篇小说集，收录了鲁迅在1922年～1935年间创作的短篇小说八篇。1936年1月由上海文化生活出版社初版，列为巴金所编的《文学丛刊...
鲁迅全集,豆瓣图书标签: 鲁迅,鲁迅 / 同心出版社 / 2014-5-1 / 388.00元,(882人评价),"1936年10月，鲁迅先生在上海逝世。鲁迅先生纪念委员会为""扩大鲁迅精神的影响，以唤醒国魂，争取光明""编印了鲁迅逝后第一版《鲁迅全集》。
《全集》由蔡元培任..."
热风,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 2006-12 / 9.00元,(1102人评价),《热风》收作者1918年至1924年所作杂文四十一篇。1925年11月由北京北新书局初版。作者生前共印行十版次。鲁迅在《新青年》的《随感录》中做些短评，还在...
中国小说史略,豆瓣图书标签: 鲁迅,鲁迅 / 上海古籍出版社 / 1998-01-01 / 12.90,(1493人评价),&nbsp;&nbsp;&nbsp;&nbsp;在中国历来鄙视小说的氛围中，鲁迅先生的《中国小说史略》率先把小说作为一门专门的学问加以系统的研究，开创了中国...
故事新编,豆瓣图书标签: 鲁迅,鲁迅 / 天津人民出版社 / 2015-1-1 / 25,(1731人评价),鲁迅，一个败落的旧家子弟，一个清末乡镇文人，一个留日学生，一个多半从日译本了解欧美的知识分子，一个几乎终身穿长袍的江南人，一个写出中国第一册现代短篇小说集的...
而已集,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 1973-5 / 0.34元,(1057人评价),本书收作者一九二七年所作杂文二十九篇。附录一九二六年的一篇。鲁迅在本书《题粹》中说明了本书题名的用意：“这半年我又看见了许多泪，然而我只有杂感而已。……”
呐喊,豆瓣图书标签: 鲁迅,鲁迅 / 译林出版社 / 2013-11-1 / 10.8,(900人评价),《呐喊》是鲁迅1918-1922年所作的短篇小说的结集，收有《狂人日记》、《孔乙己》、《药》、《明天》、《一件小事》、《头发的故事》等14篇作品。
伤逝,豆瓣图书标签: 鲁迅,鲁迅 / 中国青年出版社 / 2004-1-1 / 19.50元,(5041人评价),"电影伴读中国文学文库。
本书精选了鲁迅小说、杂文数十篇。鲁迅（1881-1936），现代文学家、思想家和革命家。原名周树人，字豫才，浙江绍兴人。1918年5..."
鲁迅全集（2005最新修订版）,豆瓣图书标签: 鲁迅,鲁迅 / 有2012年第4次印本 / 人民文学出版社 / 2005-11 / 990.00元,(3988人评价),新版《鲁迅全集》由原来的16卷增至18卷，书信、日记各增加了一卷，共计创作10卷，书信4卷，日记3卷，索引1卷，总字数约700万字。与1981年版相比，此次...
惜别,豆瓣图书标签: 鲁迅,[日] 太宰治 / 何青鹏 / 现代出版社 / 2017-5-1 / 28.00,(588人评价),"太宰治专为纪念鲁迅而写的小说，以鲁迅的形象安放太宰治的灵魂，呈现“太宰治式的鲁迅”形象。
-----------------
★《惜别》是太宰治以鲁迅为主人..."
朝花夕拾,豆瓣图书标签: 鲁迅,鲁迅 / 天津人民出版社 / 2015-1-1 / 25元,(952人评价),曾经在陈丹青先生《鲁迅是谁？》的演讲中听到一个别致的观点，他说“鲁迅的被扭曲，是现代中国一桩超级公案”，对鲁迅以“政治上的正确”给予他的作品褒扬、抬高，不可...
呐喊,豆瓣图书标签: 鲁迅,鲁迅 / 天津人民出版社 / 2016-1 / 32.00元,(1214人评价),"【内容简介】
《呐喊》是鲁迅的第一本小说集。1918年，新文化运动正值高峰。鲁迅因为和老朋友“金心异”（钱玄同）的一场关于“铁屋子”的谈话，创作了第一篇白话..."
阿Q正传,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 2009 / 10.00元,(588人评价),《阿Q正传》是中国现代意义上中篇小说的开山之作。这之后陆续出现了沈从文的《边城》，老舍的《月牙儿》、《我这一辈子》，萧红的《生死场》，巴金的《憩园》等优秀的...
﻿人间词话,豆瓣图书标签: 诗词,王国维 / 上海古籍出版社 / 1998-12-01 / 9.80元,(29319人评价),《人间词话》一书乃是王氏接受了西洋美学思想之洗礼后，以崭新的眼光对中国旧文学所作的评论，具有划时代的意义，向来极受学术界重视。本书并约请当今著名专家黄霖为之...
半小时漫画唐诗,豆瓣图书标签: 诗词,陈磊·半小时漫画团队 / 江苏凤凰文艺 / 2019-5-1 / 49.9,(2019人评价),"读懂唐诗，从唐诗背后的故事开始。
通过手绘漫画和段子，陈磊（笔名：二混子）领衔的半小时漫画团队带我们重新读懂了那些从小背到大的唐诗：李白喊出“安能摧眉折腰事..."
飞鸟集,豆瓣图书标签: 诗词,[印] 罗宾德拉纳德·泰戈尔 / 徐翰林 / 哈尔滨出版社 / 2004-6 / 16.80元,(39872人评价),《飞鸟集》是泰戈尔的代表作之一，也是世界上最杰出的诗集之一。白昼和黑夜、溪流和海洋、自由和背叛，都在泰戈尔的笔下合而为一，短小的语句道出了深刻的人生哲理，引...
唐宋词十七讲,豆瓣图书标签: 诗词,叶嘉莹 / 北京大学出版社 / 2015-5-1 / CNY 62.00,(2726人评价),"一部完整的唐宋词史。本书为国学大家叶嘉莹教授应辅仁大学校友会之邀所做的唐宋词系列讲座纪录。
《唐宋词十七讲》为作者唐宋词系列讲座的讲演记录，内容是《唐宋词名..."
人间词话,豆瓣图书标签: 诗词,王国维 / 中华书局 / 2012-7 / 19.00元,(2658人评价),《人间词话》是中国古典文学批评里程碑式的作品，集中体现了著名学者王国维的文学、美学思想，精义迭出。书中提出的“境界说”向来极受学术界重视。徐调孚校注本被认为...
唐诗三百首,豆瓣图书标签: 诗词,蘅塘退士、陈婉俊 / 中华书局 / 1998-1-1 / 0.65,(10000人评价),《唐诗三百首》的旧注本亦有许多种，其中以陈婉俊的补注本简明精当，流行最广。她的注解除简介作者生平外，比较注重语词名物的诠释，博引旁征，字梳句栉，对今天的读者...
六神磊磊读唐诗,豆瓣图书标签: 诗词,六神磊磊 / 新经典文化/北京十月文艺出版社 / 2017-7 / 45,(2713人评价),"自媒体写作的高峰六神磊磊力作
一本又有趣又涨姿势的唐诗读本
【内容简介】：
本书内容横跨了从南北朝末期到唐朝的四百年历史，既沿着初唐、盛唐、中唐、晚唐的轨迹..."
海子的诗,豆瓣图书标签: 诗词,海子 / 人民文学出版社 / 1999-04 / 15.40,(26339人评价),本书收录了已故诗人海子的诗作精华，其诗以独特的风格深受读者的喜爱，从这些诗中反映出诗人那对于一切美好事物的眷恋之情，对于生命的世俗和崇高的激动和关怀。
千秋一寸心,豆瓣图书标签: 诗词,周汝昌 / 中华书局 / 2006-11-01 / 28.00元,(1671人评价),本书编选唐宋诗词欣赏讲解文章六十篇。书中所选诗词包括秦观、陆游、岳飞、柳永、李清照、贾岛、杜牧、李商隐、杜甫、王安石、苏轼等人的名篇。
吴小如讲杜诗,豆瓣图书标签: 诗词,吴小如 / 天津古籍出版社 / 2012-9 / 36.00元,(289人评价),本书为名家讲堂丛书之一.是作者吴小如在29年杜诗专讲课上的讲稿录音整理而成.分为23年杜诗讲稿、“读杜一得”散论文章及整理后记.本书是吴小如先生研究杜诗数十...
纳兰容若词传,豆瓣图书标签: 诗词,夏如意、毛晓雯、苏缨 / 江苏文艺出版社 / 2009-9 / 28.00元,(4690人评价),《纳兰容若词传》：    纳兰容若，清初第一词人。生于温柔富贵，却满篇哀感顽艳；身处花柳繁华，心却游离于喧闹之外；真正的八旗子弟，却喜结交落拓之人；行走于仕...
人间词话七讲,豆瓣图书标签: 诗词,叶嘉莹 / 北京大学出版社 / 2014-5 / 39.00（含光盘）,(1246人评价),《人间词话》是著名国学大师王国维所著的一部文学批评著作，也是晚清以来最有影响的著作之一。它的文词优美，但因为它的解说方式是中国传统的感悟式的意象批评，所以一...
人生若只如初见,豆瓣图书标签: 诗词,安意如 / 天津教育出版社 / 2006-8 / 23.80元,(46211人评价),这是一部不甘于淹没在浩瀚书海中的作品。她似在谈诗词，又似在谈风月。她不拘泥于对古典诗词字面的理解，也非传统意义上的简单赏析，而是一种风格独特、感情丰富的散文...
四时之诗：蒙曼品最美唐诗,豆瓣图书标签: 诗词,蒙曼 / 浙江文艺出版社 / 2018-4 / 45.00元,(737人评价),《四时之诗：蒙曼品最美唐诗》是著名隋唐史学者、中国诗词大会评委蒙曼老师讲解唐诗的首部作品，蒙曼老师带你重返大唐，品读最美唐诗 。该书以古典24节气和现代节日...
古诗词课,豆瓣图书标签: 诗词,叶嘉莹 / 生活·读书·新知三联书店 / 2018-1 / 58.00,(193人评价),“我有两个最大的心愿，一个是把自己对于诗歌中之生命的体会，告诉下一代的年轻人，一个是把真正的诗歌吟诵传给后世。”这本《古诗词课》正是接续了叶嘉莹先生的第一个...
人间词话,豆瓣图书标签: 诗词,王国维 / 北京联合出版公司 / 2015-6-1 / 29.80元,(803人评价),《人间词话》是王国维的代表作，是中国近代最负盛名的一部词话著作。他用传统的词话形式及传统的概念、术语和思维逻辑，较为自然地融进了一些新的观念和方法，其总结的...
诗经,豆瓣图书标签: 诗词,孔丘 编订 / 北京出版社 / 2006-7 / 19.90元,(12839人评价),这本《诗经》收录全部305篇，每篇诗歌都配有相应的解释及译文，使读者更容易理解。
当仓央嘉措遇见纳兰容若,豆瓣图书标签: 诗词,随园散人 / 湖南人民出版社 / 2019-1-10 / 48.00元,(769人评价),"◆超级畅销书《当仓央嘉措遇见纳兰容若》全新修订版。
◆完整展现两位清朝才子起落的人生与命运。
◆首次融合两位多情诗人同样的诗性与情衷。
◆有的人从未见面却好..."
诗词格律,豆瓣图书标签: 诗词,王力 / 中华书局 / 2009-5-18 / 25.00元,(681人评价),本书是王力先生讲解中国古典诗词格律的名作，自出版以来，已售出几十万册。因作者的初衷便是将诗词格律作为一种基本知识来告诉读者，故而简明扼要、深入浅出、便于学习...
叶嘉莹说汉魏六朝诗,豆瓣图书标签: 诗词,叶嘉莹 / 中华书局 / 2007-1 / 49.00元,(1090人评价),本书是诗词鉴赏大家叶嘉莹先生对汉魏六朝时期代表性诗人及其作品的鉴赏评点，叶先生从具体的个体诗人入手，通过对其代表作品的讲解评析，阐述了历史时代、社会现状和诗...
﻿一个陌生女人的来信,豆瓣图书标签: 茨威格,[奥] 斯台芬·茨威格 / 张玉书 / 上海译文出版社 / 2007-7 / 20.00元,(82233人评价),"这是一部短篇小说集，除《一个陌生女人的来信》，亦按时间顺序收录了《火烧火燎的秘密》、《马来狂人》等名篇，作者的创作历程一目了然。
《一个陌生女人的来信》讲述..."
人类群星闪耀时,豆瓣图书标签: 茨威格,[奥地利] 斯蒂芬·茨威格 / 梁锡江 / 江苏凤凰文艺出版社 / 2019-4-1 / 69,(3741人评价),"编辑推荐
◆14个改变人类命运的天才，14个影响人类文明的瞬间！
◆《人类群星闪耀时》从历史上的1000亿人中选出这14个人，展现人类的精神力量有多强大！
..."
人类群星闪耀时,豆瓣图书标签: 茨威格,斯蒂芬·茨威格 / 张伟 / 北京出版社 / 2005-1 / 25.00元,(4897人评价),"这本茨威格的名著被介绍到中国已经几十年了，我们这次重新翻译、约请历史学者撰写背景资料再重新出版，更多的意义是想透过文字让读者认识到：
　　一、茨威格眼中的英..."
人类的群星闪耀时,豆瓣图书标签: 茨威格,[奥] 斯蒂芬·茨威格 / 舒昌善 / 广西师范大学出版社 / 2004-8 / 18.00元,(15801人评价),《人类群星闪耀时》由奥地利著名小说家创作。《人类群星闪耀时》内容：涌动着匪徒、探险家、叛乱者兼英雄血液的巴尔沃亚成为第一个看到太平洋的欧洲人；仅仅一秒钟的优...
昨日的世界,豆瓣图书标签: 茨威格,[奥] 斯蒂芬·茨威格 / 舒昌善、孙龙生、刘春华、戴奎生 / 广西师范大学出版社 / 2004-5-1 / 32.00元,(8100人评价),作者以饱满真挚的感情、平实顺畅的文宇叙述了他所认识的特定时期的各种人物，他亲身经历的社会政治事件，他对那个动荡不安的时代的感受，记录了当时欧洲从一战前夜到二...
人类群星闪耀时,豆瓣图书标签: 茨威格,[奥]斯蒂芬·茨威格 / 姜乙 / 上海文艺出版社 / 2019-7 / 49.00元,(342人评价),"当改变命运的时刻降临，犹豫就会败北！
《悉达多》译者姜乙三年打磨，重磅推出的全新译作
“传记之王”斯蒂芬·茨威格代表作品，德文直译无删节版
十四篇历史特写，..."
昨日的世界,豆瓣图书标签: 茨威格,(奥)斯蒂芬·茨威格 / 舒昌善 / 生活·读书·新知三联书店 / 2010-4 / 29.80元,(3673人评价),作者以饱满真挚的感情、平实顺畅的文字叙述了他所认识的特定时期的各种人物，他亲身经历的社会政治事件，他对那个动荡不安的时代的感受，记录了当时欧洲从一战前夜到二...
象棋的故事,豆瓣图书标签: 茨威格,[奥] 斯台芬·茨威格 / 张玉书 / 上海译文出版社 / 2007-7 / 23.00元,(6958人评价),《象棋的故事》是茨威格生前发表的最后一部中篇小说。小说表面上讲述了一条从纽约开往南美的轮船上一位业余国际象棋手击败了国际象棋世界冠军的故事，实际上倾诉了纳粹...
一个陌生女人的来信,豆瓣图书标签: 茨威格,[奥]斯台芬·茨威格 / 张玉书 / 上海译文出版社 / 2008-7 / 18.00,(10638人评价),斯台芬·茨威格(1881-1942)，奥地利小说家、诗人、剧作家和传记作家，以小说和传记成就最为著称。短篇小说《一个陌生女人的来信》为茨威格代表作之一。一个...
一个陌生女人的来信,豆瓣图书标签: 茨威格,"斯蒂芬•茨威格 / 席闯、刘欣 / 时代出版传媒股份有限公司,安徽教育出版社 / 2012-4-1 / 26.00元",(3010人评价),《一个陌生女人的来信》收录了世界最杰出中篇小说家斯蒂芬·茨威格的短篇小说的全部代表作，包括：《灼人的秘密》、《里昂的婚礼》、《看不见的收藏》、《勒波雷拉》、...
人类群星闪耀时,豆瓣图书标签: 茨威格,茨威格 / 高中甫、潘子立 / 天津人民出版社 / 2011-6 / 22.00元,(3499人评价),《人类群星闪耀时》内容简介：拜占庭的沦陷、亨德尔的重生、一个流星般的天才、玛丽恩巴德的挽歌……这10个历史瞬间神奇般地降临到10位人物的身上，他们或被命运高...
一个女人一生中的二十四小时,豆瓣图书标签: 茨威格,[奥]斯台芬·茨威格 / 张玉书 / 上海译文出版社 / 2010-12 / 18.00元,(3069人评价),《一个女人一生中的二十四小时》是茨威格的代表作之一，与《一个陌生女人的来信》齐名。故事的女主人公是一位白发苍苍，举止高雅的老妇人，她在四十岁的时候，出于一种...
人类的群星闪耀时（增订版）,豆瓣图书标签: 茨威格,[奥] 斯蒂芬·茨威格 / 舒昌善 / 生活·读书·新知三联书店 / 2009-6 / 25.80元,(6697人评价),《人类的群星闪耀时——十四篇历史特写》(增订版)是以德国菲舍尔出版社1997年最新版《人类的群星闪耀时》为底本，在对译者的以前两个中译版本(三联版及广西师大...
断头王后,豆瓣图书标签: 茨威格,[奥] 斯蒂芬·茨威格 / 李芳 / 希望出版社 / 2009-9 / 38.00,(1350人评价),"本书是茨威格的人物传记作品中，最为人称道的作品之一，出版后曾轰动欧洲。
玛丽·安托瓦内特天生丽质，却成了母亲政治棋盘上的一颗棋子，15岁远嫁法国，与当时还是..."
一个陌生女人的来信,豆瓣图书标签: 茨威格,茨威格 / 韩耀成 / 河南文艺出版社 / 2013-8 / 22.00,(1413人评价),一个男子在41岁生日当天收到一封没有署名和地址的信，这封信出自一个临死的女人，讲述了一相刻骨铭心的爱情故事，而这个故事的男主人公也就是收信的男人对此一无所知...
异端的权利,豆瓣图书标签: 茨威格,[奥] 斯·茨威格 / 赵台安、赵振尧 / 生活·读书·新知三联书店 / 1986-12 / 1.40元,(1846人评价),"三联文化生活译丛
7.75印张  
123千字"
一个陌生女人的来信,豆瓣图书标签: 茨威格,斯蒂芬·茨威格 / 高中甫、韩耀成 / 时代文艺出版社 / 2017-9 / 22.00元,(2226人评价),“爱是一个人的事，而爱情是两个人的事。所以，我爱你，与你无关。”十三岁，她初遇男人的刹那，便一见倾心、不能自拔。在岁月的洪流中，那极致的爱有增无减。她三次委...
昨日世界,豆瓣图书标签: 茨威格,[奥] 茨威格 / 张玉书 / 人民文学出版社 / 2015-4 / 39.00元,(379人评价),《昨日世界》这部回忆录从一位欧洲知识分子的视角再现了从19、20世纪之交到1939年第二次世界大战爆发这一段欧洲史，展现了茨威格个人的精神历程，回顾了他与罗...
昨日的世界,豆瓣图书标签: 茨威格,[奥]茨威格 / 徐友敬等 / 上海译文出版社 / 2018-7 / 49,(418人评价),"《昨日的世界》是奥地利作家斯特凡•茨威格创作的自传体文学作品,写于1939年至1941年间，是茨威格在临终前被迫流亡的日子里完成的。在茨威格离世以后，于19..."
人类的群星闪耀时,豆瓣图书标签: 茨威格,茨威格 / 舒昌善 / 生活·读书·新知三联书店 / 2015-6-1 / 28.00元,(2097人评价),三联新版的《人类群星闪耀时》，将是国内迄今为止的最新版本，在广西师大版的基础上再增加两个章节，即将历史时刻特写从原来的12个增加到14个，所涉及的历史人物分...
﻿不能承受的生命之轻,豆瓣图书标签: 米兰·昆德拉,[捷克] 米兰·昆德拉 / 许钧 / 上海译文出版社 / 2003-7 / 23.00元,(181032人评价),《不能承受的生命之轻》是米兰·昆德拉最负盛名的作品。小说描写了托马斯与特丽莎、萨丽娜之间的感情生活。但它不是一个男人和两个女人的三角性爱故事，它是一部哲理小...
生活在别处,豆瓣图书标签: 米兰·昆德拉,[捷克] 米兰·昆德拉 / 袁筱一 / 上海译文出版社 / 2004-5 / 25.00元,(27934人评价),《生活在别处》是一个年轻艺术家的肖像画。昆德拉以其独到的笔触塑造出雅罗米尔这样一个形象，描绘了这个年轻诗人充满激情而又短暂的一生，具有“发展小说”的许多特点...
不能承受的生命之轻,豆瓣图书标签: 米兰·昆德拉,米兰·昆德拉 / 许钧 / 上海译文出版社 / 2010-8 / 29.00元,(23971人评价),"小说依托六十年代的捷克斯洛伐克的政治历史背景，围绕着托马斯、特蕾莎、萨比娜和弗兰茨等人物，以托马斯与特蕾莎的爱情为主线展开故事。
爱与做爱，灵魂与肉体，拯救..."
不能承受的生命之轻,豆瓣图书标签: 米兰·昆德拉,[法]米兰·昆德拉 / 许钧 / 上海译文出版社 / 2014-6 / 46.00元,(2795人评价),《不能承受的生命之轻》是米兰·昆德拉最负盛名的作品。小说描写了托马斯与特丽莎、萨丽娜之间的感情生活。但它不是一个男人和两个女人的三角性爱故事，它是一部哲理小...
